date,loc,latitude,longitude,res,unit
2012-04-10,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.77,None
2012-02-22,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.82,None
2012-02-14,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.87,None
2012-02-07,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.94,None
2012-06-19,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.85,None
2012-05-10,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.72,None
2012-04-05,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.2,None
2012-01-25,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.71,None
2012-01-10,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.92,None
2012-04-24,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.75,None
2012-01-31,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.78,None
2012-03-06,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.9,None
2012-05-03,COCOPAH_INDIAN-CUP 30,32.7371,-114.6817,7.76,None
2010-07-20,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.14,None
2010-03-30,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.58,None
2010-11-16,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.44,None
2010-04-13,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.64,None
2010-08-31,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.26,None
2010-04-27,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.74,None
2010-12-28,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,6.93,None
2010-08-03,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.28,None
2010-07-06,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.34,None
2010-05-04,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.78,None
2010-08-18,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,8.02,None
2010-12-17,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.97,None
2010-11-02,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.15,None
2010-04-06,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.81,None
2010-06-01,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.66,None
2010-06-21,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,8.07,None
2010-03-16,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.56,None
2010-09-21,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.3,None
2010-04-21,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.66,None
2010-06-30,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.44,None
2010-04-07,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.92,None
2010-06-08,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.58,None
2010-03-23,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.56,None
2010-07-13,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.41,None
2011-06-27,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,8.08,None
2011-05-10,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.4,None
2011-07-19,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.69,None
2011-01-18,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.37,None
2011-02-01,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.51,None
2011-12-14,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.6,None
2011-02-15,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.45,None
2011-11-29,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.69,None
2011-06-28,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.65,None
2011-02-07,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.45,None
2011-04-05,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.25,None
2011-02-11,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.45,None
2011-08-30,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.63,None
2011-08-16,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.74,None
2011-05-31,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.59,None
2011-11-01,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.64,None
2011-03-15,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.36,None
2011-08-23,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.78,None
2011-10-18,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.36,None
2011-06-15,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.67,None
2011-04-19,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.12,None
2011-07-12,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.7,None
2011-10-11,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.46,None
2011-12-06,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.74,None
2011-08-09,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.89,None
2011-09-27,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.59,None
2011-03-25,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,8.16,None
2011-05-03,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.38,None
2011-03-21,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.36,None
2011-06-22,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.0,None
2011-09-06,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.48,None
2011-11-18,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.62,None
2011-01-11,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.34,None
2011-04-12,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.21,None
2011-03-08,COCOPAH_INDIAN-CRN 40,32.74179,-114.6952,7.52,None
