Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.
2009,20094,0200137,30,MILL OPERATION/PREPARATION PLANT,"128,330 ",0 ,219 
2009,20094,0200137,99,OFFICE WORKERS AT MINE SITE,"50,409 ",0 ,96 
2008,20081,0200137,03,"STRIP, QUARY, OPEN PIT","310,226 ",0 ,584 
2008,20081,0200137,30,MILL OPERATION/PREPARATION PLANT,"138,350 ",0 ,252 
2008,20081,0200137,99,OFFICE WORKERS AT MINE SITE,"61,169 ",0 ,114 
2008,20082,0200137,03,"STRIP, QUARY, OPEN PIT","309,775 ",0 ,610 
2008,20082,0200137,30,MILL OPERATION/PREPARATION PLANT,"137,976 ",0 ,259 
2008,20082,0200137,99,OFFICE WORKERS AT MINE SITE,"61,057 ",0 ,118 
2008,20083,0200137,03,"STRIP, QUARY, OPEN PIT","314,354 ",0 ,635 
2008,20083,0200137,30,MILL OPERATION/PREPARATION PLANT,"172,311 ",0 ,265 
2008,20083,0200137,99,OFFICE WORKERS AT MINE SITE,"66,364 ",0 ,123 
2008,20084,0200137,03,"STRIP, QUARY, OPEN PIT","318,700 ",0 ,594 
2008,20084,0200137,30,MILL OPERATION/PREPARATION PLANT,"128,363 ",0 ,235 
2008,20084,0200137,99,OFFICE WORKERS AT MINE SITE,"60,963 ",0 ,113 
2007,20071,0200137,03,"STRIP, QUARY, OPEN PIT","239,201 ",0 ,468 
2007,20071,0200137,30,MILL OPERATION/PREPARATION PLANT,"116,297 ",0 ,221 
2007,20071,0200137,99,OFFICE WORKERS AT MINE SITE,"48,477 ",0 ,94 
2007,20072,0200137,03,"STRIP, QUARY, OPEN PIT","264,484 ",0 ,490 
2007,20072,0200137,30,MILL OPERATION/PREPARATION PLANT,"126,955 ",0 ,231 
2007,20072,0200137,99,OFFICE WORKERS AT MINE SITE,"53,378 ",0 ,99 
2007,20073,0200137,03,"STRIP, QUARY, OPEN PIT","277,238 ",0 ,534 
2007,20073,0200137,30,MILL OPERATION/PREPARATION PLANT,"136,635 ",0 ,244 
2007,20073,0200137,99,OFFICE WORKERS AT MINE SITE,"56,437 ",0 ,106 
2007,20074,0200137,03,"STRIP, QUARY, OPEN PIT","278,116 ",0 ,563 
2007,20074,0200137,30,MILL OPERATION/PREPARATION PLANT,"140,217 ",0 ,249 
2007,20074,0200137,99,OFFICE WORKERS AT MINE SITE,"57,045 ",0 ,111 
2006,20061,0200137,03,"STRIP, QUARY, OPEN PIT","186,125 ",0 ,362 
2006,20061,0200137,30,MILL OPERATION/PREPARATION PLANT,"92,156 ",0 ,187 
2006,20061,0200137,99,OFFICE WORKERS AT MINE SITE,"37,948 ",0 ,75 
2006,20062,0200137,03,"STRIP, QUARY, OPEN PIT","208,160 ",0 ,389 
2006,20062,0200137,30,MILL OPERATION/PREPARATION PLANT,"91,119 ",0 ,199 
2006,20062,0200137,99,OFFICE WORKERS AT MINE SITE,"40,810 ",0 ,80 
2006,20063,0200137,03,"STRIP, QUARY, OPEN PIT","219,071 ",0 ,418 
2006,20063,0200137,30,MILL OPERATION/PREPARATION PLANT,"100,281 ",0 ,207 
2006,20063,0200137,99,OFFICE WORKERS AT MINE SITE,"43,548 ",0 ,85 
2006,20064,0200137,03,"STRIP, QUARY, OPEN PIT","227,081 ",0 ,449 
2006,20064,0200137,30,MILL OPERATION/PREPARATION PLANT,"104,451 ",0 ,209 
2006,20064,0200137,99,OFFICE WORKERS AT MINE SITE,"45,210 ",0 ,90 
2005,20051,0200137,03,"STRIP, QUARY, OPEN PIT","190,864 ",0 ,341 
2005,20051,0200137,30,MILL OPERATION/PREPARATION PLANT,"86,439 ",0 ,167 
2005,20051,0200137,99,OFFICE WORKERS AT MINE SITE,"37,814 ",0 ,69 
2005,20052,0200137,03,"STRIP, QUARY, OPEN PIT","195,927 ",0 ,348 
2005,20052,0200137,30,MILL OPERATION/PREPARATION PLANT,"88,711 ",0 ,168 
2005,20052,0200137,99,OFFICE WORKERS AT MINE SITE,"38,814 ",0 ,71 
2005,20053,0200137,03,"STRIP, QUARY, OPEN PIT","195,669 ",0 ,343 
2005,20053,0200137,30,MILL OPERATION/PREPARATION PLANT,"94,551 ",0 ,178 
2005,20053,0200137,99,OFFICE WORKERS AT MINE SITE,"39,575 ",0 ,71 
2005,20054,0200137,03,"STRIP, QUARY, OPEN PIT","182,595 ",0 ,355 
2005,20054,0200137,30,MILL OPERATION/PREPARATION PLANT,"96,594 ",0 ,180 
2005,20054,0200137,99,OFFICE WORKERS AT MINE SITE,"38,071 ",0 ,73 
2004,20041,0200137,03,"STRIP, QUARY, OPEN PIT","165,422 ",0 ,300 
2004,20041,0200137,30,MILL OPERATION/PREPARATION PLANT,"83,021 ",0 ,149 
2004,20041,0200137,99,OFFICE WORKERS AT MINE SITE,"33,878 ",0 ,61 
2004,20042,0200137,03,"STRIP, QUARY, OPEN PIT","177,915 ",0 ,334 
2004,20042,0200137,30,MILL OPERATION/PREPARATION PLANT,"87,108 ",0 ,155 
2004,20042,0200137,99,OFFICE WORKERS AT MINE SITE,"36,139 ",0 ,67 
2004,20043,0200137,03,"STRIP, QUARY, OPEN PIT","185,401 ",0 ,341 
2004,20043,0200137,30,MILL OPERATION/PREPARATION PLANT,"84,211 ",0 ,153 
