Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.*
1996,19963,0200144,99,OFFICE WORKERS AT MINE SITE,"29,152 ",,60 
1996,19964,0200144,03,"STRIP, QUARY, OPEN PIT","146,964 ",,264 
1996,19964,0200144,30,MILL OPERATION/PREPARATION PLANT,"248,936 ",,444 
1996,19964,0200144,99,OFFICE WORKERS AT MINE SITE,"26,472 ",,45 
1995,19951,0200144,03,"STRIP, QUARY, OPEN PIT","155,388 ",,313 
1995,19951,0200144,30,MILL OPERATION/PREPARATION PLANT,"186,851 ",,379 
1995,19951,0200144,99,OFFICE WORKERS AT MINE SITE,"25,807 ",,52 
1995,19952,0200144,03,"STRIP, QUARY, OPEN PIT","184,997 ",,325 
1995,19952,0200144,30,MILL OPERATION/PREPARATION PLANT,"218,837 ",,385 
1995,19952,0200144,99,OFFICE WORKERS AT MINE SITE,"26,682 ",,45 
1995,19953,0200144,03,"STRIP, QUARY, OPEN PIT","160,127 ",,317 
1995,19953,0200144,30,MILL OPERATION/PREPARATION PLANT,"196,007 ",,386 
1995,19953,0200144,99,OFFICE WORKERS AT MINE SITE,"24,466 ",,53 
1995,19954,0200144,03,"STRIP, QUARY, OPEN PIT","204,148 ",,359 
1995,19954,0200144,30,MILL OPERATION/PREPARATION PLANT,"199,894 ",,352 
1995,19954,0200144,99,OFFICE WORKERS AT MINE SITE,"21,265 ",,37 
1994,19941,0200144,03,"STRIP, QUARY, OPEN PIT","137,707 ",,283 
1994,19941,0200144,30,MILL OPERATION/PREPARATION PLANT,"186,862 ",,382 
1994,19941,0200144,99,OFFICE WORKERS AT MINE SITE,"22,191 ",,42 
1994,19942,0200144,03,"STRIP, QUARY, OPEN PIT","139,562 ",,286 
1994,19942,0200144,30,MILL OPERATION/PREPARATION PLANT,"185,065 ",,379 
1994,19942,0200144,99,OFFICE WORKERS AT MINE SITE,"22,317 ",,50 
1994,19943,0200144,03,"STRIP, QUARY, OPEN PIT","171,590 ",,304 
1994,19943,0200144,30,MILL OPERATION/PREPARATION PLANT,"212,759 ",,376 
1994,19943,0200144,99,OFFICE WORKERS AT MINE SITE,"26,176 ",,43 
1994,19944,0200144,03,"STRIP, QUARY, OPEN PIT","172,804 ",,297 
1994,19944,0200144,30,MILL OPERATION/PREPARATION PLANT,"217,387 ",,376 
1994,19944,0200144,99,OFFICE WORKERS AT MINE SITE,"27,093 ",,51 
1993,19931,0200144,03,"STRIP, QUARY, OPEN PIT","210,560 ",,474 
1993,19931,0200144,30,MILL OPERATION/PREPARATION PLANT,"213,681 ",,445 
1993,19931,0200144,99,OFFICE WORKERS AT MINE SITE,"24,227 ",,28 
1993,19932,0200144,03,"STRIP, QUARY, OPEN PIT","208,587 ",,448 
1993,19932,0200144,30,MILL OPERATION/PREPARATION PLANT,"211,917 ",,457 
1993,19932,0200144,99,OFFICE WORKERS AT MINE SITE,"23,419 ",,48 
1993,19933,0200144,03,"STRIP, QUARY, OPEN PIT","165,575 ",,289 
1993,19933,0200144,30,MILL OPERATION/PREPARATION PLANT,"227,447 ",,390 
1993,19933,0200144,99,OFFICE WORKERS AT MINE SITE,"25,675 ",,43 
1993,19934,0200144,03,"STRIP, QUARY, OPEN PIT","157,244 ",,281 
1993,19934,0200144,30,MILL OPERATION/PREPARATION PLANT,"216,969 ",,389 
1993,19934,0200144,99,OFFICE WORKERS AT MINE SITE,"25,329 ",,46 
1992,19921,0200144,03,"STRIP, QUARY, OPEN PIT","259,240 ",,491 
1992,19921,0200144,30,MILL OPERATION/PREPARATION PLANT,"285,627 ",,535 
1992,19921,0200144,99,OFFICE WORKERS AT MINE SITE,"35,933 ",,65 
1992,19922,0200144,03,"STRIP, QUARY, OPEN PIT","216,819 ",,470 
1992,19922,0200144,30,MILL OPERATION/PREPARATION PLANT,"251,462 ",,535 
1992,19922,0200144,99,OFFICE WORKERS AT MINE SITE,"30,304 ",,64 
1992,19923,0200144,03,"STRIP, QUARY, OPEN PIT","203,799 ",,413 
1992,19923,0200144,30,MILL OPERATION/PREPARATION PLANT,"283,510 ",,572 
1992,19923,0200144,99,OFFICE WORKERS AT MINE SITE,"33,221 ",,75 
1992,19924,0200144,03,"STRIP, QUARY, OPEN PIT","247,853 ",,509 
1992,19924,0200144,30,MILL OPERATION/PREPARATION PLANT,"282,570 ",,488 
1992,19924,0200144,99,OFFICE WORKERS AT MINE SITE,"33,086 ",,63 
1991,19911,0200144,03,"STRIP, QUARY, OPEN PIT","250,825 ",,454 
1991,19911,0200144,30,MILL OPERATION/PREPARATION PLANT,"340,469 ",,613 
1991,19911,0200144,99,OFFICE WORKERS AT MINE SITE,"38,378 ",,68 
1991,19912,0200144,03,"STRIP, QUARY, OPEN PIT","218,948 ",,454 
1991,19912,0200144,30,MILL OPERATION/PREPARATION PLANT,"294,983 ",,612 
1991,19912,0200144,99,OFFICE WORKERS AT MINE SITE,"32,996 ",,68 
1991,19913,0200144,03,"STRIP, QUARY, OPEN PIT","284,298 ",,522 
1991,19913,0200144,30,MILL OPERATION/PREPARATION PLANT,"295,232 ",,544 
1991,19913,0200144,99,OFFICE WORKERS AT MINE SITE,"36,923 ",,64 
1991,19914,0200144,03,"STRIP, QUARY, OPEN PIT","245,787 ",,531 
1991,19914,0200144,30,MILL OPERATION/PREPARATION PLANT,"250,291 ",,532 
1991,19914,0200144,99,OFFICE WORKERS AT MINE SITE,"31,403 ",,68 
1990,19901,0200144,03,"STRIP, QUARY, OPEN PIT","264,465 ",,462 
1990,19901,0200144,30,MILL OPERATION/PREPARATION PLANT,"310,459 ",,552 
1990,19901,0200144,99,OFFICE WORKERS AT MINE SITE,"63,880 ",,112 
1990,19902,0200144,03,"STRIP, QUARY, OPEN PIT","252,416 ",,450 
1990,19902,0200144,30,MILL OPERATION/PREPARATION PLANT,"342,486 ",,608 
1990,19902,0200144,99,OFFICE WORKERS AT MINE SITE,"38,693 ",,68 
1990,19903,0200144,03,"STRIP, QUARY, OPEN PIT","221,136 ",,424 
1990,19903,0200144,30,MILL OPERATION/PREPARATION PLANT,"316,450 ",,614 
1990,19903,0200144,99,OFFICE WORKERS AT MINE SITE,"38,375 ",,79 
1990,19904,0200144,03,"STRIP, QUARY, OPEN PIT","219,656 ",,452 
1990,19904,0200144,30,MILL OPERATION/PREPARATION PLANT,"304,459 ",,611 
1990,19904,0200144,99,OFFICE WORKERS AT MINE SITE,"33,506 ",,68 
1989,19891,0200144,03,"STRIP, QUARY, OPEN PIT","176,599 ",,360 
1989,19891,0200144,30,MILL OPERATION/PREPARATION PLANT,"234,096 ",,477 
1989,19891,0200144,99,OFFICE WORKERS AT MINE SITE,"45,633 ",,93 
1989,19892,0200144,03,"STRIP, QUARY, OPEN PIT","249,378 ",,501 
1989,19892,0200144,30,MILL OPERATION/PREPARATION PLANT,"278,890 ",,570 
1989,19892,0200144,99,OFFICE WORKERS AT MINE SITE,"33,895 ",,68 
1989,19893,0200144,03,"STRIP, QUARY, OPEN PIT","249,007 ",,503 
1989,19893,0200144,30,MILL OPERATION/PREPARATION PLANT,"289,887 ",,571 
1989,19893,0200144,99,OFFICE WORKERS AT MINE SITE,"39,128 ",,69 
1989,19894,0200144,03,"STRIP, QUARY, OPEN PIT","256,658 ",,515 
1989,19894,0200144,30,MILL OPERATION/PREPARATION PLANT,"275,555 ",,549 
1989,19894,0200144,99,OFFICE WORKERS AT MINE SITE,"38,131 ",,80 
1988,19881,0200144,03,"STRIP, QUARY, OPEN PIT","183,062 ",,343 
1988,19881,0200144,30,MILL OPERATION/PREPARATION PLANT,"236,212 ",,435 
1988,19881,0200144,99,OFFICE WORKERS AT MINE SITE,"31,523 ",,59 
1988,19882,0200144,03,"STRIP, QUARY, OPEN PIT","158,146 ",,168 
1988,19882,0200144,30,MILL OPERATION/PREPARATION PLANT,"236,212 ",,249 
1988,19882,0200144,99,OFFICE WORKERS AT MINE SITE,"31,523 ",,36 
1988,19883,0200144,03,"STRIP, QUARY, OPEN PIT","204,121 ",,361 
1988,19883,0200144,30,MILL OPERATION/PREPARATION PLANT,"251,519 ",,438 
1988,19883,0200144,99,OFFICE WORKERS AT MINE SITE,"35,450 ",,60 
1988,19884,0200144,03,"STRIP, QUARY, OPEN PIT","187,414 ",,372 
1988,19884,0200144,30,MILL OPERATION/PREPARATION PLANT,"227,574 ",,452 
1988,19884,0200144,99,OFFICE WORKERS AT MINE SITE,"31,236 ",,62 
1987,19871,0200144,03,"STRIP, QUARY, OPEN PIT","103,694 ",,233 
1987,19871,0200144,30,MILL OPERATION/PREPARATION PLANT,"175,061 ",,392 
1987,19871,0200144,99,OFFICE WORKERS AT MINE SITE,"18,160 ",,40 
1987,19872,0200144,03,"STRIP, QUARY, OPEN PIT","100,262 ",,210 
1987,19872,0200144,30,MILL OPERATION/PREPARATION PLANT,"200,524 ",,419 
1987,19872,0200144,99,OFFICE WORKERS AT MINE SITE,"33,420 ",,69 
1987,19873,0200144,03,"STRIP, QUARY, OPEN PIT","124,941 ",,310 
1987,19873,0200144,30,MILL OPERATION/PREPARATION PLANT,"165,050 ",,411 
1987,19873,0200144,99,OFFICE WORKERS AT MINE SITE,"22,973 ",,54 
1987,19874,0200144,03,"STRIP, QUARY, OPEN PIT","171,871 ",,314 
1987,19874,0200144,30,MILL OPERATION/PREPARATION PLANT,"232,217 ",,415 
1987,19874,0200144,99,OFFICE WORKERS AT MINE SITE,"30,471 ",,55 
1986,19861,0200144,03,"STRIP, QUARY, OPEN PIT","176,722 ",,323 
1986,19861,0200144,30,MILL OPERATION/PREPARATION PLANT,"244,312 ",,482 
1986,19861,0200144,99,OFFICE WORKERS AT MINE SITE,"130,565 ",,276 
1986,19862,0200144,03,"STRIP, QUARY, OPEN PIT","101,474 ",,205 
1986,19862,0200144,30,MILL OPERATION/PREPARATION PLANT,"184,498 ",,367 
1986,19862,0200144,99,OFFICE WORKERS AT MINE SITE,"21,525 ",,44 
1986,19863,0200144,03,"STRIP, QUARY, OPEN PIT","110,242 ",,204 
1986,19863,0200144,30,MILL OPERATION/PREPARATION PLANT,"210,148 ",,388 
1986,19863,0200144,99,OFFICE WORKERS AT MINE SITE,"24,115 ",,45 
1986,19864,0200144,03,"STRIP, QUARY, OPEN PIT","102,529 ",,196 
1986,19864,0200144,30,MILL OPERATION/PREPARATION PLANT,"215,381 ",,417 
1986,19864,0200144,99,OFFICE WORKERS AT MINE SITE,"20,879 ",,39 
1985,19851,0200144,03,"STRIP, QUARY, OPEN PIT","159,380 ",,278 
1985,19851,0200144,30,MILL OPERATION/PREPARATION PLANT,"259,380 ",,440 
1985,19851,0200144,99,OFFICE WORKERS AT MINE SITE,"135,725 ",,262 
1985,19852,0200144,03,"STRIP, QUARY, OPEN PIT","184,915 ",,326 
1985,19852,0200144,30,MILL OPERATION/PREPARATION PLANT,"264,420 ",,484 
1985,19852,0200144,99,OFFICE WORKERS AT MINE SITE,"144,617 ",,274 
1985,19853,0200144,03,"STRIP, QUARY, OPEN PIT","191,550 ",,331 
1985,19853,0200144,30,MILL OPERATION/PREPARATION PLANT,"263,588 ",,488 
1985,19853,0200144,99,OFFICE WORKERS AT MINE SITE,"132,845 ",,278 
1985,19854,0200144,03,"STRIP, QUARY, OPEN PIT","192,314 ",,328 
1985,19854,0200144,30,MILL OPERATION/PREPARATION PLANT,"255,914 ",,486 
1985,19854,0200144,99,OFFICE WORKERS AT MINE SITE,"127,755 ",,279 
1984,19841,0200144,03,"STRIP, QUARY, OPEN PIT","136,720 ",,260 
1984,19841,0200144,30,MILL OPERATION/PREPARATION PLANT,"221,993 ",,452 
1984,19841,0200144,99,OFFICE WORKERS AT MINE SITE,"136,808 ",,264 
1984,19842,0200144,03,"STRIP, QUARY, OPEN PIT","137,496 ",,268 
1984,19842,0200144,30,MILL OPERATION/PREPARATION PLANT,"218,041 ",,462 
1984,19842,0200144,99,OFFICE WORKERS AT MINE SITE,"139,216 ",,272 
1984,19843,0200144,03,"STRIP, QUARY, OPEN PIT","145,922 ",,282 
1984,19843,0200144,30,MILL OPERATION/PREPARATION PLANT,"224,767 ",,452 
1984,19843,0200144,99,OFFICE WORKERS AT MINE SITE,"126,753 ",,270 
1984,19844,0200144,03,"STRIP, QUARY, OPEN PIT","155,790 ",,278 
1984,19844,0200144,30,MILL OPERATION/PREPARATION PLANT,"231,791 ",,444 
1984,19844,0200144,99,OFFICE WORKERS AT MINE SITE,"130,109 ",,264 
1983,19831,0200144,03,"STRIP, QUARY, OPEN PIT","81,903 ",,220 
1983,19831,0200144,30,MILL OPERATION/PREPARATION PLANT,"172,276 ",,441 
1983,19831,0200144,99,OFFICE WORKERS AT MINE SITE,"118,756 ",,286 
1983,19832,0200144,03,"STRIP, QUARY, OPEN PIT","78,163 ",,223 
1983,19832,0200144,30,MILL OPERATION/PREPARATION PLANT,"174,577 ",,444 
1983,19832,0200144,99,OFFICE WORKERS AT MINE SITE,"109,827 ",,275 
1983,19833,0200144,03,"STRIP, QUARY, OPEN PIT","108,324 ",,232 
1983,19833,0200144,30,MILL OPERATION/PREPARATION PLANT,"179,198 ",,441 
1983,19833,0200144,99,OFFICE WORKERS AT MINE SITE,"124,633 ",,314 
1983,19834,0200144,03,"STRIP, QUARY, OPEN PIT","127,282 ",,259 
1983,19834,0200144,30,MILL OPERATION/PREPARATION PLANT,"206,946 ",,437 
1983,19834,0200144,99,OFFICE WORKERS AT MINE SITE,"142,358 ",,267 
