Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.
1996,19963,0200150,03,"STRIP, QUARY, OPEN PIT","431,248 ",,620 
1996,19963,0200150,30,MILL OPERATION/PREPARATION PLANT,"162,395 ",,305 
1996,19963,0200150,99,OFFICE WORKERS AT MINE SITE,"62,201 ",,120 
1996,19964,0200150,03,"STRIP, QUARY, OPEN PIT","425,800 ",,831 
1996,19964,0200150,30,MILL OPERATION/PREPARATION PLANT,"127,650 ",,250 
1996,19964,0200150,99,OFFICE WORKERS AT MINE SITE,"56,771 ",,110 
1995,19951,0200150,03,"STRIP, QUARY, OPEN PIT","436,237 ",,829 
1995,19951,0200150,30,MILL OPERATION/PREPARATION PLANT,"142,858 ",,254 
1995,19951,0200150,99,OFFICE WORKERS AT MINE SITE,"58,454 ",,139 
1995,19952,0200150,03,"STRIP, QUARY, OPEN PIT","451,638 ",,847 
1995,19952,0200150,30,MILL OPERATION/PREPARATION PLANT,"162,589 ",,289 
1995,19952,0200150,99,OFFICE WORKERS AT MINE SITE,"60,127 ",,116 
1995,19953,0200150,03,"STRIP, QUARY, OPEN PIT","445,261 ",,843 
1995,19953,0200150,30,MILL OPERATION/PREPARATION PLANT,"166,999 ",,302 
1995,19953,0200150,99,OFFICE WORKERS AT MINE SITE,"61,262 ",,118 
1995,19954,0200150,03,"STRIP, QUARY, OPEN PIT","421,747 ",,832 
1995,19954,0200150,30,MILL OPERATION/PREPARATION PLANT,"158,709 ",,297 
1995,19954,0200150,99,OFFICE WORKERS AT MINE SITE,"48,277 ",,107 
1994,19941,0200150,03,"STRIP, QUARY, OPEN PIT","381,758 ",,756 
1994,19941,0200150,30,MILL OPERATION/PREPARATION PLANT,"162,994 ",,298 
1994,19941,0200150,99,OFFICE WORKERS AT MINE SITE,"58,847 ",,113 
1994,19942,0200150,03,"STRIP, QUARY, OPEN PIT","401,171 ",,782 
1994,19942,0200150,30,MILL OPERATION/PREPARATION PLANT,"156,621 ",,295 
1994,19942,0200150,99,OFFICE WORKERS AT MINE SITE,"58,799 ",,113 
1994,19943,0200150,03,"STRIP, QUARY, OPEN PIT","428,826 ",,830 
1994,19943,0200150,30,MILL OPERATION/PREPARATION PLANT,"134,318 ",,267 
1994,19943,0200150,99,OFFICE WORKERS AT MINE SITE,"55,572 ",,114 
1994,19944,0200150,03,"STRIP, QUARY, OPEN PIT","435,124 ",,826 
1994,19944,0200150,30,MILL OPERATION/PREPARATION PLANT,"140,307 ",,256 
1994,19944,0200150,99,OFFICE WORKERS AT MINE SITE,"57,248 ",,109 
1993,19931,0200150,03,"STRIP, QUARY, OPEN PIT","408,277 ",,776 
1993,19931,0200150,30,MILL OPERATION/PREPARATION PLANT,"155,325 ",,297 
1993,19931,0200150,99,OFFICE WORKERS AT MINE SITE,"62,033 ",,118 
1993,19932,0200150,03,"STRIP, QUARY, OPEN PIT","417,137 ",,790 
1993,19932,0200150,30,MILL OPERATION/PREPARATION PLANT,"165,678 ",,308 
1993,19932,0200150,99,OFFICE WORKERS AT MINE SITE,"62,777 ",,121 
1993,19933,0200150,03,"STRIP, QUARY, OPEN PIT","411,690 ",,783 
1993,19933,0200150,30,MILL OPERATION/PREPARATION PLANT,"164,784 ",,310 
1993,19933,0200150,99,OFFICE WORKERS AT MINE SITE,"62,379 ",,118 
1993,19934,0200150,03,"STRIP, QUARY, OPEN PIT","397,775 ",,765 
1993,19934,0200150,30,MILL OPERATION/PREPARATION PLANT,"159,050 ",,298 
1993,19934,0200150,99,OFFICE WORKERS AT MINE SITE,"61,495 ",,119 
1992,19921,0200150,03,"STRIP, QUARY, OPEN PIT","386,638 ",,714 
1992,19921,0200150,30,MILL OPERATION/PREPARATION PLANT,"45,803 ",,115 
1992,19921,0200150,99,OFFICE WORKERS AT MINE SITE,728 ,,4 
1992,19922,0200150,03,"STRIP, QUARY, OPEN PIT","394,638 ",,759 
1992,19922,0200150,30,MILL OPERATION/PREPARATION PLANT,"67,007 ",,122 
1992,19922,0200150,99,OFFICE WORKERS AT MINE SITE,"2,109 ",,4 
1992,19923,0200150,03,"STRIP, QUARY, OPEN PIT","407,893 ",,747 
1992,19923,0200150,30,MILL OPERATION/PREPARATION PLANT,"64,076 ",,120 
1992,19923,0200150,99,OFFICE WORKERS AT MINE SITE,"2,395 ",,5 
1992,19924,0200150,03,"STRIP, QUARY, OPEN PIT","410,056 ",,762 
1992,19924,0200150,30,MILL OPERATION/PREPARATION PLANT,"55,892 ",,105 
1992,19924,0200150,99,OFFICE WORKERS AT MINE SITE,"2,080 ",,4 
1991,19911,0200150,03,"STRIP, QUARY, OPEN PIT","327,986 ",,612 
1991,19911,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1991,19912,0200150,03,"STRIP, QUARY, OPEN PIT","352,890 ",,645 
1991,19912,0200150,99,OFFICE WORKERS AT MINE SITE,"2,599 ",,5 
1991,19913,0200150,03,"STRIP, QUARY, OPEN PIT","357,723 ",,662 
1991,19913,0200150,99,OFFICE WORKERS AT MINE SITE,"7,625 ",,15 
1991,19914,0200150,03,"STRIP, QUARY, OPEN PIT","377,687 ",,686 
1991,19914,0200150,99,OFFICE WORKERS AT MINE SITE,"12,478 ",,22 
1990,19901,0200150,03,"STRIP, QUARY, OPEN PIT","291,673 ",,550 
1990,19901,0200150,99,OFFICE WORKERS AT MINE SITE,"1,040 ",,2 
1990,19902,0200150,03,"STRIP, QUARY, OPEN PIT","301,719 ",,572 
1990,19902,0200150,99,OFFICE WORKERS AT MINE SITE,"1,040 ",,2 
1990,19903,0200150,03,"STRIP, QUARY, OPEN PIT","267,608 ",,578 
1990,19903,0200150,99,OFFICE WORKERS AT MINE SITE,829 ,,1 
1990,19904,0200150,03,"STRIP, QUARY, OPEN PIT","304,005 ",,578 
1990,19904,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1989,19891,0200150,03,"STRIP, QUARY, OPEN PIT","277,055 ",,541 
1989,19891,0200150,99,OFFICE WORKERS AT MINE SITE,519 ,,1 
1989,19892,0200150,03,"STRIP, QUARY, OPEN PIT","290,627 ",,557 
1989,19892,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1989,19893,0200150,03,"STRIP, QUARY, OPEN PIT","282,576 ",,537 
1989,19893,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1989,19894,0200150,03,"STRIP, QUARY, OPEN PIT","275,590 ",,523 
1989,19894,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1988,19881,0200150,03,"STRIP, QUARY, OPEN PIT","262,204 ",,496 
1988,19881,0200150,99,OFFICE WORKERS AT MINE SITE,"3,370 ",,6 
1988,19882,0200150,03,"STRIP, QUARY, OPEN PIT","260,268 ",,510 
1988,19882,0200150,99,OFFICE WORKERS AT MINE SITE,540 ,,1 
1988,19883,0200150,03,"STRIP, QUARY, OPEN PIT","259,521 ",,508 
1988,19883,0200150,99,OFFICE WORKERS AT MINE SITE,520 ,,1 
1988,19884,0200150,03,"STRIP, QUARY, OPEN PIT","266,208 ",,509 
1988,19884,0200150,99,OFFICE WORKERS AT MINE SITE,519 ,,1 
1987,19871,0200150,03,"STRIP, QUARY, OPEN PIT","241,152 ",,471 
1987,19871,0200150,99,OFFICE WORKERS AT MINE SITE,"6,144 ",,12 
1987,19872,0200150,03,"STRIP, QUARY, OPEN PIT","202,897 ",,473 
1987,19872,0200150,99,OFFICE WORKERS AT MINE SITE,"7,013 ",,16 
1987,19873,0200150,03,"STRIP, QUARY, OPEN PIT","250,920 ",,492 
1987,19873,0200150,99,OFFICE WORKERS AT MINE SITE,"2,040 ",,4 
1987,19874,0200150,03,"STRIP, QUARY, OPEN PIT","252,150 ",,496 
1987,19874,0200150,99,OFFICE WORKERS AT MINE SITE,"2,033 ",,4 
1986,19861,0200150,03,"STRIP, QUARY, OPEN PIT","246,448 ",,481 
1986,19861,0200150,99,OFFICE WORKERS AT MINE SITE,"5,632 ",,11 
1986,19862,0200150,03,"STRIP, QUARY, OPEN PIT","218,746 ",,472 
1986,19862,0200150,99,OFFICE WORKERS AT MINE SITE,"8,251 ",,15 
1986,19863,0200150,03,"STRIP, QUARY, OPEN PIT","228,032 ",,432 
1986,19863,0200150,99,OFFICE WORKERS AT MINE SITE,"5,808 ",,11 
1986,19864,0200150,03,"STRIP, QUARY, OPEN PIT","282,945 ",,449 
1986,19864,0200150,99,OFFICE WORKERS AT MINE SITE,"5,859 ",,12 
1985,19851,0200150,03,"STRIP, QUARY, OPEN PIT","202,679 ",,396 
1985,19851,0200150,99,OFFICE WORKERS AT MINE SITE,"5,457 ",,11 
1985,19852,0200150,03,"STRIP, QUARY, OPEN PIT","216,888 ",,430 
1985,19852,0200150,99,OFFICE WORKERS AT MINE SITE,"5,040 ",,10 
1985,19853,0200150,03,"STRIP, QUARY, OPEN PIT","218,920 ",,421 
1985,19853,0200150,99,OFFICE WORKERS AT MINE SITE,"6,424 ",,12 
1985,19854,0200150,03,"STRIP, QUARY, OPEN PIT","191,580 ",,459 
1985,19854,0200150,99,OFFICE WORKERS AT MINE SITE,"5,307 ",,11 
1984,19841,0200150,03,"STRIP, QUARY, OPEN PIT","227,561 ",,438 
1984,19841,0200150,99,OFFICE WORKERS AT MINE SITE,"12,908 ",,25 
1984,19842,0200150,03,"STRIP, QUARY, OPEN PIT","223,043 ",,429 
1984,19842,0200150,99,OFFICE WORKERS AT MINE SITE,"13,913 ",,27 
1984,19843,0200150,03,"STRIP, QUARY, OPEN PIT","193,187 ",,372 
1984,19843,0200150,99,OFFICE WORKERS AT MINE SITE,"12,093 ",,23 
1984,19844,0200150,03,"STRIP, QUARY, OPEN PIT","218,109 ",,419 
1984,19844,0200150,99,OFFICE WORKERS AT MINE SITE,"12,973 ",,25 
1983,19831,0200150,03,"STRIP, QUARY, OPEN PIT","40,282 ",,79 
1983,19831,0200150,99,OFFICE WORKERS AT MINE SITE,"6,668 ",,13 
1983,19832,0200150,03,"STRIP, QUARY, OPEN PIT","35,472 ",,70 
1983,19832,0200150,99,OFFICE WORKERS AT MINE SITE,"5,655 ",,11 
1983,19833,0200150,03,"STRIP, QUARY, OPEN PIT","96,390 ",,181 
1983,19833,0200150,99,OFFICE WORKERS AT MINE SITE,"8,155 ",,16 
1983,19834,0200150,03,"STRIP, QUARY, OPEN PIT","214,426 ",,412 
1983,19834,0200150,99,OFFICE WORKERS AT MINE SITE,"11,851 ",,23 
