Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.*
20004,0200024,30,MILL OPERATION/PREPARATION PLANT,"586,659 ",,"1,203 "
20004,0200024,99,OFFICE WORKERS AT MINE SITE,"8,369 ",,20 
20004,0200024,Total,,"1,156,953 ",,"2,427 "
20003,0200024,03,"STRIP, QUARY, OPEN PIT","551,985 ",,"1,222 "
20003,0200024,30,MILL OPERATION/PREPARATION PLANT,"519,212 ",,"1,219 "
20003,0200024,99,OFFICE WORKERS AT MINE SITE,"9,387 ",,21 
20003,0200024,Total,,"1,080,584 ",,"2,462 "
20002,0200024,03,"STRIP, QUARY, OPEN PIT","547,783 ",,"1,265 "
20002,0200024,30,MILL OPERATION/PREPARATION PLANT,"510,473 ",,"1,210 "
20002,0200024,99,OFFICE WORKERS AT MINE SITE,"13,520 ",,26 
20002,0200024,Total,,"1,071,776 ",,"2,501 "
20001,0200024,03,"STRIP, QUARY, OPEN PIT","735,535 ",,"1,289 "
20001,0200024,30,MILL OPERATION/PREPARATION PLANT,"507,806 ",,"1,209 "
20001,0200024,99,OFFICE WORKERS AT MINE SITE,"14,847 ",,30 
20001,0200024,Total,,"1,258,188 ",,"2,528 "
19994,0200024,03,"STRIP, QUARY, OPEN PIT","716,414 ",,"1,259 "
19994,0200024,30,MILL OPERATION/PREPARATION PLANT,"502,526 ",,"1,253 "
19994,0200024,99,OFFICE WORKERS AT MINE SITE,"7,734 ",,65 
19994,0200024,Total,,"1,226,674 ",,"2,577 "
19993,0200024,03,"STRIP, QUARY, OPEN PIT","754,247 ",,"1,275 "
19993,0200024,30,MILL OPERATION/PREPARATION PLANT,"601,908 ",,"1,273 "
19993,0200024,99,OFFICE WORKERS AT MINE SITE,"8,111 ",,67 
19993,0200024,Total,,"1,364,266 ",,"2,615 "
19992,0200024,03,"STRIP, QUARY, OPEN PIT","709,554 ",,"1,312 "
19992,0200024,30,MILL OPERATION/PREPARATION PLANT,"618,653 ",,"1,218 "
19992,0200024,99,OFFICE WORKERS AT MINE SITE,"22,960 ",,41 
19992,0200024,Total,,"1,351,167 ",,"2,571 "
19991,0200024,03,"STRIP, QUARY, OPEN PIT","841,934 ",,"1,302 "
19991,0200024,30,MILL OPERATION/PREPARATION PLANT,"619,894 ",,"1,223 "
19991,0200024,99,OFFICE WORKERS AT MINE SITE,"21,856 ",,40 
19991,0200024,Total,,"1,483,684 ",,"2,565 "
19984,0200024,03,"STRIP, QUARY, OPEN PIT","633,245 ",,"1,331 "
19984,0200024,30,MILL OPERATION/PREPARATION PLANT,"598,873 ",,"1,226 "
19984,0200024,99,OFFICE WORKERS AT MINE SITE,"29,305 ",,44 
19984,0200024,Total,,"1,261,423 ",,"2,601 "
19983,0200024,03,"STRIP, QUARY, OPEN PIT","709,535 ",,"1,335 "
19983,0200024,30,MILL OPERATION/PREPARATION PLANT,"709,074 ",,"1,232 "
19983,0200024,99,OFFICE WORKERS AT MINE SITE,"30,163 ",,43 
19983,0200024,Total,,"1,448,772 ",,"2,610 "
19982,0200024,03,"STRIP, QUARY, OPEN PIT","644,170 ",,"1,456 "
19982,0200024,30,MILL OPERATION/PREPARATION PLANT,"523,338 ",,"1,253 "
19982,0200024,99,OFFICE WORKERS AT MINE SITE,"19,319 ",,42 
19982,0200024,Total,,"1,186,827 ",,"2,751 "
19981,0200024,03,"STRIP, QUARY, OPEN PIT","676,142 ",,"1,470 "
19981,0200024,30,MILL OPERATION/PREPARATION PLANT,"580,470 ",,"1,262 "
19981,0200024,99,OFFICE WORKERS AT MINE SITE,"18,859 ",,41 
19981,0200024,Total,,"1,275,471 ",,"2,773 "
19974,0200024,03,"STRIP, QUARY, OPEN PIT","708,958 ",,"1,466 "
19974,0200024,30,MILL OPERATION/PREPARATION PLANT,"628,604 ",,"1,300 "
19974,0200024,99,OFFICE WORKERS AT MINE SITE,"20,154 ",,42 
19974,0200024,Total,,"1,357,716 ",,"2,808 "
19973,0200024,03,"STRIP, QUARY, OPEN PIT","769,767 ",,"1,466 "
19973,0200024,30,MILL OPERATION/PREPARATION PLANT,"682,604 ",,"1,300 "
19973,0200024,99,OFFICE WORKERS AT MINE SITE,"24,154 ",,46 
19973,0200024,Total,,"1,476,525 ",,"2,812 "
19972,0200024,03,"STRIP, QUARY, OPEN PIT","734,454 ",,"1,407 "
19972,0200024,30,MILL OPERATION/PREPARATION PLANT,"680,688 ",,"1,304 "
19972,0200024,99,OFFICE WORKERS AT MINE SITE,"31,320 ",,60 
19972,0200024,Total,,"1,446,462 ",,"2,771 "
19971,0200024,03,"STRIP, QUARY, OPEN PIT","712,212 ",,"1,377 "
19971,0200024,30,MILL OPERATION/PREPARATION PLANT,"669,800 ",,"1,295 "
19971,0200024,99,OFFICE WORKERS AT MINE SITE,"29,482 ",,57 
19971,0200024,Total,,"1,411,494 ",,"2,729 "
19964,0200024,03,"STRIP, QUARY, OPEN PIT","718,489 ",,"1,357 "
19964,0200024,30,MILL OPERATION/PREPARATION PLANT,"685,119 ",,"1,295 "
19964,0200024,99,OFFICE WORKERS AT MINE SITE,"28,566 ",,54 
19964,0200024,Total,,"1,432,174 ",,"2,706 "
19963,0200024,03,"STRIP, QUARY, OPEN PIT","726,784 ",,"1,360 "
19963,0200024,30,MILL OPERATION/PREPARATION PLANT,"693,117 ",,"1,297 "
19963,0200024,99,OFFICE WORKERS AT MINE SITE,"32,816 ",,56 
19963,0200024,Total,,"1,452,717 ",,"2,713 "
19962,0200024,03,"STRIP, QUARY, OPEN PIT","710,653 ",,"1,340 "
19962,0200024,30,MILL OPERATION/PREPARATION PLANT,"662,153 ",,"1,287 "
19962,0200024,99,OFFICE WORKERS AT MINE SITE,"32,816 ",,56 
19962,0200024,Total,,"1,405,622 ",,"2,683 "
19961,0200024,03,"STRIP, QUARY, OPEN PIT","706,888 ",,"1,282 "
19961,0200024,30,MILL OPERATION/PREPARATION PLANT,"653,490 ",,"1,249 "
19961,0200024,99,OFFICE WORKERS AT MINE SITE,"30,533 ",,53 
19961,0200024,Total,,"1,390,911 ",,"2,584 "
19954,0200024,03,"STRIP, QUARY, OPEN PIT","674,860 ",,"1,280 "
19954,0200024,30,MILL OPERATION/PREPARATION PLANT,"614,931 ",,"1,209 "
19954,0200024,99,OFFICE WORKERS AT MINE SITE,"30,323 ",,51 
19954,0200024,Total,,"1,320,114 ",,"2,540 "
19953,0200024,03,"STRIP, QUARY, OPEN PIT","680,297 ",,"1,248 "
19953,0200024,30,MILL OPERATION/PREPARATION PLANT,"636,636 ",,"1,208 "
19953,0200024,99,OFFICE WORKERS AT MINE SITE,"30,952 ",,51 
19953,0200024,Total,,"1,347,885 ",,"2,507 "
19952,0200024,03,"STRIP, QUARY, OPEN PIT","712,314 ",,"1,234 "
19952,0200024,30,MILL OPERATION/PREPARATION PLANT,"619,852 ",,"1,185 "
19952,0200024,99,OFFICE WORKERS AT MINE SITE,"30,416 ",,51 
19952,0200024,Total,,"1,362,582 ",,"2,470 "
19951,0200024,03,"STRIP, QUARY, OPEN PIT","637,172 ",,"1,165 "
19951,0200024,30,MILL OPERATION/PREPARATION PLANT,"609,441 ",,"1,170 "
19951,0200024,99,OFFICE WORKERS AT MINE SITE,"27,729 ",,51 
19951,0200024,Total,,"1,274,342 ",,"2,386 "
19944,0200024,03,"STRIP, QUARY, OPEN PIT","612,401 ",,"1,090 "
19944,0200024,30,MILL OPERATION/PREPARATION PLANT,"590,285 ",,"1,152 "
19944,0200024,99,OFFICE WORKERS AT MINE SITE,"27,592 ",,49 
19944,0200024,Total,,"1,230,278 ",,"2,291 "
19943,0200024,03,"STRIP, QUARY, OPEN PIT","581,802 ",,"1,034 "
19943,0200024,30,MILL OPERATION/PREPARATION PLANT,"592,556 ",,"1,146 "
19943,0200024,99,OFFICE WORKERS AT MINE SITE,"29,826 ",,49 
19943,0200024,Total,,"1,204,184 ",,"2,229 "
19942,0200024,03,"STRIP, QUARY, OPEN PIT","554,578 ",,"1,002 "
19942,0200024,30,MILL OPERATION/PREPARATION PLANT,"578,462 ",,"1,149 "
19942,0200024,99,OFFICE WORKERS AT MINE SITE,"30,083 ",,51 
19942,0200024,Total,,"1,163,123 ",,"2,202 "
19941,0200024,03,"STRIP, QUARY, OPEN PIT","543,725 ",,989 
19941,0200024,30,MILL OPERATION/PREPARATION PLANT,"578,737 ",,"1,122 "
19941,0200024,99,OFFICE WORKERS AT MINE SITE,"27,097 ",,49 
19941,0200024,Total,,"1,149,559 ",,"2,160 "
19934,0200024,03,"STRIP, QUARY, OPEN PIT","546,778 ",,995 
19934,0200024,30,MILL OPERATION/PREPARATION PLANT,"581,938 ",,"1,123 "
19934,0200024,99,OFFICE WORKERS AT MINE SITE,"28,171 ",,48 
19934,0200024,Total,,"1,156,887 ",,"2,166 "
19933,0200024,03,"STRIP, QUARY, OPEN PIT","562,312 ",,992 
19933,0200024,30,MILL OPERATION/PREPARATION PLANT,"594,328 ",,"1,134 "
19933,0200024,99,OFFICE WORKERS AT MINE SITE,"29,504 ",,48 
19933,0200024,Total,,"1,186,144 ",,"2,174 "
19932,0200024,03,"STRIP, QUARY, OPEN PIT","492,136 ",,952 
19932,0200024,30,MILL OPERATION/PREPARATION PLANT,"607,362 ",,"1,151 "
19932,0200024,99,OFFICE WORKERS AT MINE SITE,"29,140 ",,47 
19932,0200024,Total,,"1,128,638 ",,"2,150 "
19931,0200024,03,"STRIP, QUARY, OPEN PIT","494,894 ",,907 
19931,0200024,30,MILL OPERATION/PREPARATION PLANT,"596,388 ",,"1,141 "
19931,0200024,99,OFFICE WORKERS AT MINE SITE,"23,637 ",,45 
19931,0200024,Total,,"1,114,919 ",,"2,093 "
19924,0200024,03,"STRIP, QUARY, OPEN PIT","496,020 ",,901 
19924,0200024,30,MILL OPERATION/PREPARATION PLANT,"584,485 ",,"1,138 "
19924,0200024,99,OFFICE WORKERS AT MINE SITE,"22,726 ",,43 
19924,0200024,Total,,"1,103,231 ",,"2,082 "
19923,0200024,03,"STRIP, QUARY, OPEN PIT","500,476 ",,895 
19923,0200024,30,MILL OPERATION/PREPARATION PLANT,"589,671 ",,"1,112 "
19923,0200024,99,OFFICE WORKERS AT MINE SITE,"25,625 ",,43 
19923,0200024,Total,,"1,115,772 ",,"2,050 "
19922,0200024,03,"STRIP, QUARY, OPEN PIT","499,278 ",,913 
19922,0200024,30,MILL OPERATION/PREPARATION PLANT,"576,912 ",,"1,120 "
19922,0200024,99,OFFICE WORKERS AT MINE SITE,"30,479 ",,52 
19922,0200024,Total,,"1,106,669 ",,"2,085 "
19921,0200024,03,"STRIP, QUARY, OPEN PIT","495,716 ",,903 
19921,0200024,30,MILL OPERATION/PREPARATION PLANT,"569,735 ",,"1,059 "
19921,0200024,99,OFFICE WORKERS AT MINE SITE,"30,170 ",,52 
19921,0200024,Total,,"1,095,621 ",,"2,014 "
19914,0200024,03,"STRIP, QUARY, OPEN PIT","473,071 ",,852 
19914,0200024,30,MILL OPERATION/PREPARATION PLANT,"549,095 ",,"1,077 "
19914,0200024,99,OFFICE WORKERS AT MINE SITE,"28,722 ",,52 
19914,0200024,Total,,"1,050,888 ",,"1,981 "
19913,0200024,03,"STRIP, QUARY, OPEN PIT","472,096 ",,848 
19913,0200024,30,MILL OPERATION/PREPARATION PLANT,"580,795 ",,"1,066 "
19913,0200024,99,OFFICE WORKERS AT MINE SITE,"31,366 ",,52 
19913,0200024,Total,,"1,084,257 ",,"1,966 "
19912,0200024,03,"STRIP, QUARY, OPEN PIT","461,675 ",,824 
19912,0200024,30,MILL OPERATION/PREPARATION PLANT,"535,341 ",,"1,056 "
19912,0200024,99,OFFICE WORKERS AT MINE SITE,"29,707 ",,51 
19912,0200024,Total,,"1,026,723 ",,"1,931 "
19911,0200024,03,"STRIP, QUARY, OPEN PIT","469,323 ",,789 
19911,0200024,30,MILL OPERATION/PREPARATION PLANT,"702,032 ",,"1,027 "
19911,0200024,99,OFFICE WORKERS AT MINE SITE,"22,386 ",,41 
19911,0200024,Total,,"1,193,741 ",,"1,857 "
19904,0200024,03,"STRIP, QUARY, OPEN PIT","416,487 ",,739 
19904,0200024,30,MILL OPERATION/PREPARATION PLANT,"516,471 ",,990 
19904,0200024,99,OFFICE WORKERS AT MINE SITE,"23,318 ",,41 
19904,0200024,Total,,"956,276 ",,"1,770 "
19903,0200024,03,"STRIP, QUARY, OPEN PIT","397,337 ",,722 
19903,0200024,30,MILL OPERATION/PREPARATION PLANT,"487,928 ",,931 
19903,0200024,99,OFFICE WORKERS AT MINE SITE,"64,552 ",,120 
19903,0200024,Total,,"949,817 ",,"1,773 "
19902,0200024,03,"STRIP, QUARY, OPEN PIT","372,434 ",,673 
19902,0200024,30,MILL OPERATION/PREPARATION PLANT,"475,480 ",,907 
19902,0200024,99,OFFICE WORKERS AT MINE SITE,"79,847 ",,138 
19902,0200024,Total,,"927,761 ",,"1,718 "
19901,0200024,03,"STRIP, QUARY, OPEN PIT","33,554 ",,609 
19901,0200024,30,MILL OPERATION/PREPARATION PLANT,"467,480 ",,899 
19901,0200024,99,OFFICE WORKERS AT MINE SITE,"63,573 ",,118 
19901,0200024,Total,,"564,607 ",,"1,626 "
19894,0200024,03,"STRIP, QUARY, OPEN PIT","313,752 ",,587 
19894,0200024,30,MILL OPERATION/PREPARATION PLANT,"459,119 ",,883 
19894,0200024,99,OFFICE WORKERS AT MINE SITE,"57,142 ",,110 
19894,0200024,Total,,"830,013 ",,"1,580 "
19893,0200024,03,"STRIP, QUARY, OPEN PIT","311,523 ",,579 
19893,0200024,30,MILL OPERATION/PREPARATION PLANT,"455,153 ",,880 
19893,0200024,99,OFFICE WORKERS AT MINE SITE,"61,630 ",,109 
19893,0200024,Total,,"828,306 ",,"1,568 "
19892,0200024,03,"STRIP, QUARY, OPEN PIT","316,362 ",,588 
19892,0200024,30,MILL OPERATION/PREPARATION PLANT,"458,854 ",,866 
19892,0200024,99,OFFICE WORKERS AT MINE SITE,"56,869 ",,105 
19892,0200024,Total,,"832,085 ",,"1,559 "
19891,0200024,03,"STRIP, QUARY, OPEN PIT","317,753 ",,591 
19891,0200024,30,MILL OPERATION/PREPARATION PLANT,"440,197 ",,876 
19891,0200024,99,OFFICE WORKERS AT MINE SITE,"55,755 ",,105 
19891,0200024,Total,,"813,705 ",,"1,572 "
19884,0200024,03,"STRIP, QUARY, OPEN PIT","313,440 ",,589 
19884,0200024,30,MILL OPERATION/PREPARATION PLANT,"444,156 ",,871 
19884,0200024,99,OFFICE WORKERS AT MINE SITE,"63,960 ",,115 
19884,0200024,Total,,"821,556 ",,"1,575 "
19883,0200024,03,"STRIP, QUARY, OPEN PIT","317,271 ",,599 
19883,0200024,30,MILL OPERATION/PREPARATION PLANT,"445,854 ",,863 
19883,0200024,99,OFFICE WORKERS AT MINE SITE,"57,960 ",,115 
19883,0200024,Total,,"821,085 ",,"1,577 "
19882,0200024,03,"STRIP, QUARY, OPEN PIT","316,510 ",,604 
19882,0200024,30,MILL OPERATION/PREPARATION PLANT,"436,665 ",,870 
19882,0200024,99,OFFICE WORKERS AT MINE SITE,"52,862 ",,110 
19882,0200024,Total,,"806,037 ",,"1,584 "
19881,0200024,03,"STRIP, QUARY, OPEN PIT","320,416 ",,614 
19881,0200024,30,MILL OPERATION/PREPARATION PLANT,"446,379 ",,855 
19881,0200024,99,OFFICE WORKERS AT MINE SITE,"55,330 ",,106 
19881,0200024,Total,,"822,125 ",,"1,575 "
19874,0200024,03,"STRIP, QUARY, OPEN PIT","328,502 ",,603 
19874,0200024,30,MILL OPERATION/PREPARATION PLANT,"469,382 ",,876 
19874,0200024,99,OFFICE WORKERS AT MINE SITE,"54,782 ",,101 
19874,0200024,Total,,"852,666 ",,"1,580 "
19873,0200024,03,"STRIP, QUARY, OPEN PIT","321,207 ",,615 
19873,0200024,30,MILL OPERATION/PREPARATION PLANT,"469,293 ",,857 
19873,0200024,99,OFFICE WORKERS AT MINE SITE,"110,696 ",,107 
19873,0200024,Total,,"901,196 ",,"1,579 "
19872,0200024,03,"STRIP, QUARY, OPEN PIT","305,149 ",,595 
19872,0200024,30,MILL OPERATION/PREPARATION PLANT,"412,353 ",,801 
19872,0200024,99,OFFICE WORKERS AT MINE SITE,"7,760 ",,15 
19872,0200024,Total,,"725,262 ",,"1,411 "
19871,0200024,03,"STRIP, QUARY, OPEN PIT","251,349 ",,486 
19871,0200024,30,MILL OPERATION/PREPARATION PLANT,"267,640 ",,575 
19871,0200024,99,OFFICE WORKERS AT MINE SITE,"6,304 ",,12 
19871,0200024,Total,,"525,293 ",,"1,073 "
19864,0200024,03,"STRIP, QUARY, OPEN PIT","277,113 ",,520 
19864,0200024,30,MILL OPERATION/PREPARATION PLANT,"168,385 ",,332 
19864,0200024,99,OFFICE WORKERS AT MINE SITE,"4,536 ",,9 
19864,0200024,Total,,"450,034 ",,861 
19863,0200024,03,"STRIP, QUARY, OPEN PIT","271,080 ",,529 
19863,0200024,30,MILL OPERATION/PREPARATION PLANT,"162,887 ",,334 
19863,0200024,99,OFFICE WORKERS AT MINE SITE,"4,824 ",,9 
19863,0200024,Total,,"438,791 ",,872 
19862,0200024,03,"STRIP, QUARY, OPEN PIT","301,899 ",,571 
19862,0200024,30,MILL OPERATION/PREPARATION PLANT,"171,871 ",,337 
19862,0200024,99,OFFICE WORKERS AT MINE SITE,"4,680 ",,9 
19862,0200024,Total,,"478,450 ",,917 
19861,0200024,03,"STRIP, QUARY, OPEN PIT","321,687 ",,577 
19861,0200024,30,MILL OPERATION/PREPARATION PLANT,"166,865 ",,335 
19861,0200024,99,OFFICE WORKERS AT MINE SITE,"4,608 ",,9 
19861,0200024,Total,,"493,160 ",,921 
19854,0200024,03,"STRIP, QUARY, OPEN PIT","286,767 ",,623 
19854,0200024,30,MILL OPERATION/PREPARATION PLANT,"164,376 ",,336 
19854,0200024,99,OFFICE WORKERS AT MINE SITE,"4,656 ",,9 
19854,0200024,Total,,"455,799 ",,968 
19853,0200024,03,"STRIP, QUARY, OPEN PIT","320,648 ",,562 
19853,0200024,30,MILL OPERATION/PREPARATION PLANT,"167,920 ",,309 
19853,0200024,99,OFFICE WORKERS AT MINE SITE,"5,120 ",,10 
19853,0200024,Total,,"493,688 ",,881 
19852,0200024,03,"STRIP, QUARY, OPEN PIT","172,992 ",,318 
19852,0200024,30,MILL OPERATION/PREPARATION PLANT,"121,856 ",,224 
19852,0200024,99,OFFICE WORKERS AT MINE SITE,"6,968 ",,13 
19852,0200024,Total,,"301,816 ",,555 
19851,0200024,03,"STRIP, QUARY, OPEN PIT","142,128 ",,282 
19851,0200024,30,MILL OPERATION/PREPARATION PLANT,"112,896 ",,224 
19851,0200024,99,OFFICE WORKERS AT MINE SITE,"6,552 ",,13 
19851,0200024,Total,,"261,576 ",,519 
19844,0200024,03,"STRIP, QUARY, OPEN PIT","135,072 ",,268 
19844,0200024,30,MILL OPERATION/PREPARATION PLANT,"108,360 ",,215 
19844,0200024,99,OFFICE WORKERS AT MINE SITE,"6,048 ",,12 
19844,0200024,Total,,"249,480 ",,495 
19843,0200024,03,"STRIP, QUARY, OPEN PIT","124,488 ",,247 
19843,0200024,30,MILL OPERATION/PREPARATION PLANT,"110,880 ",,220 
19843,0200024,99,OFFICE WORKERS AT MINE SITE,"6,048 ",,12 
19843,0200024,Total,,"241,416 ",,479 
19842,0200024,03,"STRIP, QUARY, OPEN PIT","129,024 ",,252 
19842,0200024,30,MILL OPERATION/PREPARATION PLANT,"111,104 ",,217 
19842,0200024,99,OFFICE WORKERS AT MINE SITE,"6,144 ",,12 
19842,0200024,Total,,"246,272 ",,481 
19841,0200024,03,"STRIP, QUARY, OPEN PIT","123,760 ",,238 
19841,0200024,30,MILL OPERATION/PREPARATION PLANT,"117,520 ",,226 
19841,0200024,99,OFFICE WORKERS AT MINE SITE,"6,240 ",,12 
19841,0200024,Total,,"247,520 ",,476 
19834,0200024,03,"STRIP, QUARY, OPEN PIT","148,304 ",,299 
19834,0200024,30,MILL OPERATION/PREPARATION PLANT,"101,680 ",,205 
19834,0200024,99,OFFICE WORKERS AT MINE SITE,"5,952 ",,12 
19834,0200024,Total,,"255,936 ",,516 
19833,0200024,03,"STRIP, QUARY, OPEN PIT","166,848 ",,192 
19833,0200024,30,MILL OPERATION/PREPARATION PLANT,"112,101 ",,129 
19833,0200024,99,OFFICE WORKERS AT MINE SITE,"10,428 ",,12 
19833,0200024,Total,,"289,377 ",,333 
19832,0200024,03,"STRIP, QUARY, OPEN PIT","146,432 ",,286 
19832,0200024,30,MILL OPERATION/PREPARATION PLANT,"109,056 ",,213 
19832,0200024,99,OFFICE WORKERS AT MINE SITE,"7,168 ",,14 
19832,0200024,Total,,"262,656 ",,513 
19831,0200024,03,"STRIP, QUARY, OPEN PIT","145,408 ",,284 
19831,0200024,30,MILL OPERATION/PREPARATION PLANT,"114,176 ",,223 
19831,0200024,99,OFFICE WORKERS AT MINE SITE,"7,680 ",,15 
19831,0200024,Total,,"267,264 ",,522 
