Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.*
1989,19891,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1989,19891,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1989,19891,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1989,19892,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1989,19892,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1989,19892,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1989,19893,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1989,19893,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1989,19893,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1989,19894,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1989,19894,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1989,19894,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1988,19881,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1988,19881,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1988,19881,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1988,19882,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1988,19882,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1988,19882,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1988,19883,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1988,19883,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1988,19883,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1988,19884,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1988,19884,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1988,19884,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1987,19871,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1987,19871,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1987,19871,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1987,19872,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1987,19872,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1987,19872,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1987,19873,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1987,19873,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1987,19873,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1987,19874,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1987,19874,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1987,19874,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1986,19861,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1986,19861,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1986,19861,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1986,19862,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1986,19862,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1986,19862,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1986,19863,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1986,19863,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1986,19863,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1986,19864,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1986,19864,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1986,19864,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1985,19851,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1985,19851,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1985,19851,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1985,19852,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1985,19852,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1985,19852,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1985,19853,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1985,19853,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1985,19853,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1985,19854,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1985,19854,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1985,19854,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1984,19841,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1984,19841,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1984,19841,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1984,19842,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1984,19842,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1984,19842,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1984,19843,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1984,19843,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1984,19843,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1984,19844,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1984,19844,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1984,19844,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1983,19831,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1983,19831,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1983,19831,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1983,19832,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1983,19832,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1983,19832,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1983,19833,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1983,19833,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1983,19833,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
1983,19834,0203131,99,OFFICE WORKERS AT MINE SITE, 0,0 ,0
1983,19834,0203131,03,"STRIP, QUARY, OPEN PIT",0,0 ,0
1983,19834,0203131,99,MILL OPERATION/PREPARATION PLANT,0,0 ,0
